Computer_Name,Model,Conversion_Status,Drive_Letter,Key_Protectors,Encryption_Method,Protection_Status,TPM_Activated,TPM_Enabled,TPM_Owned,TPM_Spec_Version,Manufacturer_Version
3INDACHANDRA1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDPTEMKAR1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3IND2XZDV2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3IND38Y0BW2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDKHANDGE2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDF6Y0BW2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
4NLLSEIJKENS1,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
1USLGILMAN1,Latitude 7490,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
3INLPKANGUTK1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXDSCHAUHAN1,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDPALAN,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDKUNCHIKU1,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDPRAJAPAT20,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3IND932TDV2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDSKHARADE1,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDCNAGPAL1,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDPTUPE,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3IND5JZG9X2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDBHALIVAD1,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDSICHALKE1,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3IND5JYJ9X2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDRPAWAR11,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3IND5NCTDV2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
4AELSABUAL3,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INDB9CGGP2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INDKUMBHAR1,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
1KRLMKKIM3,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
2USLSTEPHANI1,Latitude 7400,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
1KRLISLEE2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
MININT-RNRK47L,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
2USDYKELLER,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
4DELFALLACEP2,Latitude 7300,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLGOWDA31,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
4DELDNASTRO2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLEVERS,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
1USLCHCUNNIN1,Latitude 7400,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLJELIN1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
MININT-93H4NNI,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4DELNILGHOSH2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
2USLTEWASHIN,Latitude 5510,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
MININT-UD9UU5S,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3IND4MWZX23,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INLPAHER,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLSJAIN,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
2USDSHAIQBAL2,Precision 5530,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
4AULDANIETAN1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLSUNYADAV1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INDMDESHMUK,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXLGREENHAG,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INLPOOJARY,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INLBGALA1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INLNILMUKHE1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLXZHAO,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",500.14.67.2046
MININT-BSGM93P,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
1PHLREUSTAQU1,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
9XXLBCHIA,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLPMAHAPAT,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
1USLSBRAY2,Latitude 7480,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.1.0
4MALIMACHMAC5,Latitude 7490,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
4FRLPPHILI4,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
1KRLCYMUN3,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXDLOPES,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INLVVAST2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
4DELDKELTE2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INLBIMEHTA,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
4FRLEBERTR1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
1THLBUUTRAN3,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4DELAORGANIS2,Latitude 7300,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
MININT-HPIQHEF,XPS 13 9370,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
1MXLJ20GONZA,XPS 13 9380,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
9XXDGHADI,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
1KRLKJMIN3,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1THLMUNVERMA3,Latitude 7310,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1MXLSANDOVAL,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INLNBORO2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
4ITLCAMPAGNO2,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLBENGIRI1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1MXLSUAREZ,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLASAHU1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLGARCIAZE,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
MININT-G15TVQH,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLSHENDE1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4GRLHRIFIO1,Latitude 7310,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLTULASKAR1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXDVMONDKAR,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXDSHANBHAG,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INLPAMISHRA1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLCHIBA1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4NLLRHOUBE2,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INLSANJSHRI1,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
1MXLACOSTAMU,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLSALASPAD,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
2USLCBRADLEY2,Latitude 7400,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
4NLLMLINDE1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
4FRLDIABY,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
4NLLROELOFSZ2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
1IDLMARUAN1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3IND88Y0BW2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
1USLAMMACDON1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLTONGBRAM,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLPINOCHAP,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
4DELTDOBLER2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
2USLCSALZMAN2,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INLPSHINDE2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
2USLMYALAMA3,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLGOLDBERG,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1USLCREIBEL3,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXDPCHAURAS,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
4DELKBERDE2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXDTHORAT,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLMEKUMAR,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXDMAURICE,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INLSCHOUGUL2,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXDHOURUNRA1,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INDSVERMA2,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
9XXLWALLACE,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
1USLRWACHEND3,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INLSONAJE2,Latitude 7490,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
9XXLLAWLIS,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLRPANDIT,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLJIEOM,Latitude 7430,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDLOKEGAON,Precision 5820 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
2USLBUCKLEY3,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4AULCALDOW3,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLHRUZA,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1USLHELANE2,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INLANBALAGA1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
1USDHOVANCAK1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
1USLSHUFFLER1,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
1USLEPINK1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLPETYU,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4NLLRMOREL1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
3INDAFREENKH2,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
MININT-AU0MO0S,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,Off,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INLJBRAHMAN2,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INLSACSAKPA3,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INLJOYDIAS,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLVAISH1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLARREDOND,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXDSYADAV15,Precision 5530,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
4NLDQRPRINTS,Precision Tower 5810,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
1BRLGNASCIM,Latitude 7310,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1KRLSYCHOE5,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1MXLJESUFLOR2,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4DELAMAHNE2,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLYANEF,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1USLROKAMINS2,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INLS76SINGH1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1MXLADESTRAD1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLJLIEW1,Latitude 7300,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
9XXLAOYAMA,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INDSOHEKHAN,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
4NLDPHOESE,Precision Tower 5810,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",1.3.2.8
3INLRAVSHIND1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INDUDHOKE1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
1MXLEDPINA1,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
4NLLFARINAGA3,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLNITSINGH,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INDAJTIWARI,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
4EGLADYAB2,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
9XXLDELABARR,Latitude 7400,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",74.8.17568.5511
1KRLMSHWANG2,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4DELSTEPHPET1,XPS 13 9370,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
4NLLSBECKOE3,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
